country,time,population
twn,1805,2000000
tjk,1805,466629
tza,1805,3019768
tha,1805,4665000
tls,1805,137262
tgo,1805,445985
ton,1805,18640
tto,1805,60000
tun,1805,865253
tur,1805,9847741
tkm,1805,367215
tca,1805,3296
tuv,1805,2499
uga,1805,2101397
ukr,1805,11215490
are,1805,40153
gbr,1805,13129582
usa,1805,7486152
ury,1805,55000
uzb,1805,1919159
vut,1805,27791
ven,1805,718000
vnm,1805,6551000
pse,1805,165944
yem,1805,2593000
zmb,1805,747000
zwe,1805,1085814
hrv,1805,1227886
guf,1805,9899
pyf,1805,62924
glp,1805,80726
gum,1805,7193
mtq,1805,84039
myt,1805,8219
ant,1805,42536
ncl,1805,29432
reu,1805,92744
vir,1805,40000
esh,1805,2788
akr_a_dhe,1805,3843
asm,1805,8163
aia,1805,2025
vgb,1805,6700
chanisl,1805,43908
cxr,1805,0
cck,1805,0
cok,1805,16234
cheslo,1805,7164780
deu_east,1805,5773904
eri_a_eth,1805,3063702
fro,1805,13537
flk,1805,100
gib,1805,9873
gbg,1805,19488
hos,1805,905
gbm,1805,23533
jey,1805,24420
kos,1805,383778
lie,1805,5802
msr,1805,5230
niu,1805,4534
nfk,1805,1107
yem_north,1805,1782615
mnp,1805,3360
pcn,1805,39
scg,1805,2273780
scg_ex_kos,1805,1814128
yem_south,1805,551928
stbar,1805,3480
shn,1805,1997
stmar,1805,5380
spm,1805,1782
sjm,1805,56
tkl,1805,1008
ussr,1805,50026287
korea_union,1805,13740000
wlf,1805,3721
deu_west,1805,14747000
yug,1805,4814089
ala,1805,7461
afg,1806,3280000
alb,1806,418237
dza,1806,2557563
and,1806,2654
ago,1806,1567028
atg,1806,37000
arg,1806,534000
arm,1806,413326
abw,1806,19286
aus,1806,345821
aut,1806,3253760
aze,1806,879960
bhs,1806,27350
bhr,1806,64474
bgd,1806,19455963
brb,1806,81729
blr,1806,2355081
bel,1806,3224114
blz,1806,25526
ben,1806,636559
bmu,1806,9775
btn,1806,89989
bol,1806,1100000
bih,1806,851806
bwa,1806,121000
bra,1806,3880671
brn,1806,2128
bgr,1806,2048830
bfa,1806,1665421
bdi,1806,899097
khm,1806,2090000
cmr,1806,1860054
can,1806,692543
cpv,1806,55716
cym,1806,2439
caf,1806,479444
tcd,1806,1432000
chl,1806,771447
chn,1806,338430598
col,1806,1206000
com,1806,56346
cod,1806,5163819
cog,1806,314465
cri,1806,55466
civ,1806,1088530
cub,1806,412432
cyp,1806,184511
cze,1806,5516349
dnk,1806,1089454
dji,1806,22848
dma,1806,19950
dom,1806,89000
ecu,1806,500000
egy,1806,4228600
slv,1806,248000
gnq,1806,80377
eri,1806,205010
est,1806,334136
eth,1806,2948990
fji,1806,131815
fin,1806,1031517
fra,1806,29911185
gab,1806,158227
gmb,1806,103274
geo,1806,1072178
deu,1806,23474540
gha,1806,2016034
grc,1806,2198197
grl,1806,9584
grd,1806,29409
gtm,1806,496136
gin,1806,983959
gnb,1806,218167
guy,1806,166034
hti,1806,723000
hnd,1806,131298
hkg,1806,20000
hun,1806,3682278
isl,1806,61428
ind,1806,170579177
idn,1806,16363196
irn,1806,6355429
irq,1806,1081719
irl,1806,4338885
isr,1806,209954
ita,1806,19218538
jam,1806,401000
jpn,1806,30504361
jor,1806,217000
kaz,1806,2041282
ken,1806,2574000
kir,1806,17876
kwt,1806,81280
kgz,1806,530343
lao,1806,470000
lva,1806,590588
lbn,1806,332000
lso,1806,276361
lbr,1806,313543
lby,1806,533422
ltu,1806,778655
lux,1806,127030
mac,1806,19531
mkd,1806,391865
mdg,1806,1583827
mwi,1806,737000
mys,1806,287000
mdv,1806,42378
mli,1806,1403398
mlt,1806,134072
mhl,1806,5828
mrt,1806,382696
mus,1806,71371
mex,1806,6300605
fsm,1806,16416
mda,1806,712558
mco,1806,7789
mng,1806,619000
mne,1806,126582
mar,1806,2557563
moz,1806,2015764
mmr,1806,3506000
nam,1806,229000
nru,1806,1834
npl,1806,3881000
nld,1806,2277784
nzl,1806,100000
nic,1806,219387
ner,1806,1244861
nga,1806,12100855
prk,1806,4345000
nor,1806,897832
omn,1806,318000
pak,1806,13279667
plw,1806,3875
pan,1806,78842
png,1806,754894
pry,1806,143000
per,1806,1315005
phl,1806,1894389
pol,1806,9775110
prt,1806,3110226
pri,1806,178631
qat,1806,14092
rou,1806,5726537
rus,1806,31088398
rwa,1806,928368
wsm,1806,47252
smr,1806,5492
stp,1806,22731
sau,1806,2091000
sen,1806,1009886
srb,1806,2147197
syc,1806,12522
sle,1806,794264
sgp,1806,30000
svk,1806,2140651
svn,1806,469664
slb,1806,56998
som,1806,994034
zaf,1806,1472741
kor,1806,9395000
ssd,1806,1035555
esp,1806,11741641
lka,1806,1213000
kna,1806,17202
lca,1806,24000
vct,1806,25781
sdn,1806,4025945
sur,1806,80721
swz,1806,86000
swe,1806,2424756
che,1806,1872634
syr,1806,1337000
twn,1806,2000000
tjk,1806,466629
tza,1806,3019768
tha,1806,4665000
tls,1806,137262
tgo,1806,445985
ton,1806,18636
tto,1806,60000
tun,1806,865900
tur,1806,9862665
tkm,1806,367215
tca,1806,3296
tuv,1806,2499
uga,1806,2101397
ukr,1806,11215490
are,1806,40153
gbr,1806,13296163
usa,1806,7631061
ury,1806,55000
uzb,1806,1919159
vut,1806,27791
ven,1806,718000
vnm,1806,6551000
pse,1806,165944
yem,1806,2593000
zmb,1806,747000
zwe,1806,1085814
hrv,1806,1227886
guf,1806,9899
pyf,1806,63003
glp,1806,80726
gum,1806,7445
mtq,1806,84039
myt,1806,8219
ant,1806,42536
ncl,1806,29432
reu,1806,92744
vir,1806,40000
esh,1806,2788
akr_a_dhe,1806,3870
asm,1806,8162
aia,1806,2025
vgb,1806,6700
chanisl,1806,43908
cxr,1806,0
cck,1806,0
cok,1806,16254
cheslo,1806,7196587
deu_east,1806,5773904
eri_a_eth,1806,3069640
fro,1806,13537
flk,1806,100
gib,1806,9873
gbg,1806,19488
hos,1806,905
gbm,1806,23533
jey,1806,24420
kos,1806,383778
lie,1806,5802
msr,1806,5230
niu,1806,4533
nfk,1806,1110
yem_north,1806,1782615
mnp,1806,3360
pcn,1806,40
scg,1806,2273780
scg_ex_kos,1806,1814128
yem_south,1806,551928
stbar,1806,3713
shn,1806,1997
stmar,1806,5380
spm,1806,1782
sjm,1806,57
tkl,1806,1008
ussr,1806,50329034
korea_union,1806,13740000
wlf,1806,3721
deu_west,1806,14747000
yug,1806,4839830
ala,1806,7528
afg,1807,3280000
alb,1807,419550
dza,1807,2566734
and,1807,2654
ago,1807,1567028
atg,1807,37000
arg,1807,534000
arm,1807,413326
abw,1807,19286
aus,1807,344963
aut,1807,3261859
aze,1807,879960
bhs,1807,27350
bhr,1807,64474
bgd,1807,19494327
brb,1807,81729
blr,1807,2355081
bel,1807,3238671
blz,1807,25526
ben,1807,636559
bmu,1807,9789
btn,1807,89989
bol,1807,1100000
bih,1807,851806
bwa,1807,121000
bra,1807,3922368
brn,1807,2128
bgr,1807,2058403
bfa,1807,1665421
bdi,1807,899097
khm,1807,2090000
cmr,1807,1860054
can,1807,700705
cpv,1807,55716
cym,1807,2439
caf,1807,479444
tcd,1807,1432000
chl,1807,771447
chn,1807,341306849
col,1807,1206000
com,1807,56346
cod,1807,5163819
cog,1807,314465
cri,1807,55973
civ,1807,1088530
cub,1807,424879
cyp,1807,184530
cze,1807,5516349
dnk,1807,1094010
dji,1807,22848
dma,1807,19950
dom,1807,89000
ecu,1807,500000
egy,1807,4226119
slv,1807,248000
gnq,1807,80377
eri,1807,205010
est,1807,334136
eth,1807,2948990
fji,1807,132029
fin,1807,1040777
fra,1807,30004883
gab,1807,158227
gmb,1807,103274
geo,1807,1072178
deu,1807,23573934
gha,1807,2016034
grc,1807,2206136
grl,1807,9584
grd,1807,29409
gtm,1807,502618
gin,1807,983959
gnb,1807,218167
guy,1807,166034
hti,1807,723000
hnd,1807,131559
hkg,1807,20000
hun,1807,3713608
isl,1807,61428
ind,1807,170915534
idn,1807,16406028
irn,1807,6369828
irq,1807,1082521
irl,1807,4386339
isr,1807,209954
ita,1807,19285395
jam,1807,401000
jpn,1807,30539500
jor,1807,217000
kaz,1807,2041282
ken,1807,2574000
kir,1807,17876
kwt,1807,81280
kgz,1807,530343
lao,1807,470000
lva,1807,590588
lbn,1807,332000
lso,1807,276361
lbr,1807,313543
lby,1807,533748
ltu,1807,778655
lux,1807,127030
mac,1807,19928
mkd,1807,391865
mdg,1807,1590712
mwi,1807,737000
mys,1807,287000
mdv,1807,42378
mli,1807,1403398
mlt,1807,134072
mhl,1807,5828
mrt,1807,382696
mus,1807,72896
mex,1807,6320642
fsm,1807,16416
mda,1807,712558
mco,1807,7789
mng,1807,619000
mne,1807,126582
mar,1807,2566734
moz,1807,2021392
mmr,1807,3506000
nam,1807,229000
nru,1807,1834
npl,1807,3881000
nld,1807,2281685
nzl,1807,100000
nic,1807,219387
ner,1807,1244861
nga,1807,12100855
prk,1807,4345000
nor,1807,902803
omn,1807,318000
pak,1807,13305853
plw,1807,3875
pan,1807,78842
png,1807,754894
pry,1807,143000
per,1807,1315148
phl,1807,1894389
pol,1807,9820223
prt,1807,3123209
pri,1807,182905
qat,1807,14092
rou,1807,5771488
rus,1807,31088398
rwa,1807,928368
wsm,1807,47244
smr,1807,5492
stp,1807,22731
sau,1807,2091000
sen,1807,1009886
srb,1807,2147197
syc,1807,12522
sle,1807,794264
sgp,1807,30000
svk,1807,2140651
svn,1807,469664
slb,1807,56998
som,1807,994459
zaf,1807,1478129
kor,1807,9395000
ssd,1807,1036925
esp,1807,11774009
lka,1807,1213000
kna,1807,17202
lca,1807,24000
vct,1807,25781
sdn,1807,4031267
sur,1807,80721
swz,1807,86000
swe,1807,2431799
che,1807,1880512
syr,1807,1337000
twn,1807,2000000
tjk,1807,466629
tza,1807,3019768
tha,1807,4665000
tls,1807,137262
tgo,1807,445985
ton,1807,18632
tto,1807,60000
tun,1807,866547
tur,1807,9877613
tkm,1807,367215
tca,1807,3296
tuv,1807,2499
uga,1807,2101397
ukr,1807,11215490
are,1807,40153
gbr,1807,13464857
usa,1807,7778775
ury,1807,55000
uzb,1807,1919159
vut,1807,27791
ven,1807,718000
vnm,1807,6551000
pse,1807,165944
yem,1807,2593000
zmb,1807,747000
zwe,1807,1085814
hrv,1807,1227886
guf,1807,9899
pyf,1807,63082
glp,1807,80726
gum,1807,7707
mtq,1807,84039
myt,1807,8219
ant,1807,42536
ncl,1807,29432
reu,1807,92744
vir,1807,40000
esh,1807,2788
akr_a_dhe,1807,3897
asm,1807,8160
aia,1807,2025
vgb,1807,6700
chanisl,1807,43908
cxr,1807,0
cck,1807,0
cok,1807,16274
cheslo,1807,7228535
deu_east,1807,5773904
eri_a_eth,1807,3075590
fro,1807,13537
flk,1807,100
gib,1807,9873
gbg,1807,19488
hos,1807,905
gbm,1807,23533
jey,1807,24420
kos,1807,383778
lie,1807,5802
msr,1807,5230
niu,1807,4532
nfk,1807,1114
yem_north,1807,1782615
mnp,1807,3360
pcn,1807,42
scg,1807,2273780
scg_ex_kos,1807,1814128
yem_south,1807,551928
stbar,1807,3963
shn,1807,1997
stmar,1807,5380
spm,1807,1782
sjm,1807,58
tkl,1807,1008
ussr,1807,50633612
korea_union,1807,13740000
wlf,1807,3721
deu_west,1807,14747000
yug,1807,4865709
ala,1807,7596
afg,1808,3280000
alb,1808,420868
dza,1808,2575939
and,1808,2654
ago,1808,1567028
atg,1808,37000
arg,1808,534000
arm,1808,413326
abw,1808,19286
aus,1808,344107
aut,1808,3269979
aze,1808,879960
bhs,1808,27350
bhr,1808,64474
bgd,1808,19532767
brb,1808,81729
blr,1808,2355081
bel,1808,3253294
blz,1808,25526
ben,1808,636559
bmu,1808,9803
btn,1808,89989
bol,1808,1100000
bih,1808,851806
bwa,1808,121000
bra,1808,3964513
brn,1808,2128
bgr,1808,2068021
bfa,1808,1665421
bdi,1808,899097
khm,1808,2090000
cmr,1808,1860054
can,1808,708964
cpv,1808,55716
cym,1808,2439
caf,1808,479444
tcd,1808,1432000
chl,1808,771447
chn,1808,344207544
col,1808,1206000
com,1808,56346
cod,1808,5163819
cog,1808,314465
cri,1808,56485
civ,1808,1088530
cub,1808,437702
cyp,1808,184550
cze,1808,5516349
dnk,1808,1098585
dji,1808,22848
dma,1808,19950
dom,1808,89000
ecu,1808,500000
egy,1808,4223639
slv,1808,248000
gnq,1808,80377
eri,1808,205010
est,1808,334136
eth,1808,2948990
fji,1808,132244
fin,1808,1050120
fra,1808,30098874
gab,1808,158227
gmb,1808,103274
geo,1808,1072178
deu,1808,23673748
gha,1808,2016034
grc,1808,2214105
grl,1808,9584
grd,1808,29409
gtm,1808,509184
gin,1808,983959
gnb,1808,218167
guy,1808,166034
hti,1808,723000
hnd,1808,131820
hkg,1808,20000
hun,1808,3745204
isl,1808,61428
ind,1808,171252554
idn,1808,16448971
irn,1808,6384258
irq,1808,1083323
irl,1808,4434313
isr,1808,209954
ita,1808,19352484
jam,1808,401000
jpn,1808,30574679
jor,1808,217000
kaz,1808,2041282
ken,1808,2574000
kir,1808,17876
kwt,1808,81280
kgz,1808,530343
lao,1808,470000
lva,1808,590588
lbn,1808,332000
lso,1808,276361
lbr,1808,313543
lby,1808,534074
ltu,1808,778655
lux,1808,127030
mac,1808,20333
mkd,1808,391865
mdg,1808,1597628
mwi,1808,737000
mys,1808,287000
mdv,1808,42378
mli,1808,1403398
mlt,1808,134072
mhl,1808,5828
mrt,1808,382696
mus,1808,74455
mex,1808,6340743
fsm,1808,16416
mda,1808,712558
mco,1808,7789
mng,1808,619000
mne,1808,126582
mar,1808,2575939
moz,1808,2027035
mmr,1808,3506000
nam,1808,229000
nru,1808,1834
npl,1808,3881000
nld,1808,2285592
nzl,1808,100000
nic,1808,219387
ner,1808,1244861
nga,1808,12100855
prk,1808,4345000
nor,1808,907803
omn,1808,318000
pak,1808,13332090
plw,1808,3875
pan,1808,78842
png,1808,754894
pry,1808,143000
per,1808,1315290
phl,1808,1894389
pol,1808,9865545
prt,1808,3136245
pri,1808,187283
qat,1808,14092
rou,1808,5816793
rus,1808,31088398
rwa,1808,928368
wsm,1808,47236
smr,1808,5492
stp,1808,22731
sau,1808,2091000
sen,1808,1009886
srb,1808,2147197
syc,1808,12522
sle,1808,794264
sgp,1808,30000
svk,1808,2140651
svn,1808,469664
slb,1808,56998
som,1808,994884
zaf,1808,1483538
kor,1808,9395000
ssd,1808,1038296
esp,1808,11806466
lka,1808,1213000
kna,1808,17202
lca,1808,24000
vct,1808,25781
sdn,1808,4036597
sur,1808,80721
swz,1808,86000
swe,1808,2431251
che,1808,1888424
syr,1808,1337000
twn,1808,2000000
tjk,1808,466629
tza,1808,3019768
tha,1808,4665000
tls,1808,137262
tgo,1808,445985
ton,1808,18629
tto,1808,60000
tun,1808,867194
tur,1808,9892582
tkm,1808,367215
tca,1808,3296
tuv,1808,2499
uga,1808,2101397
ukr,1808,11215490
are,1808,40153
gbr,1808,13635691
usa,1808,7929348
ury,1808,55000
uzb,1808,1919159
vut,1808,27791
ven,1808,718000
vnm,1808,6551000
pse,1808,165944
yem,1808,2593000
zmb,1808,747000
zwe,1808,1085814
hrv,1808,1227886
guf,1808,9899
pyf,1808,63161
glp,1808,80726
gum,1808,7978
mtq,1808,84039
myt,1808,8219
ant,1808,42536
ncl,1808,29432
reu,1808,92744
vir,1808,40000
esh,1808,2788
akr_a_dhe,1808,3925
asm,1808,8159
aia,1808,2025
vgb,1808,6700
chanisl,1808,43908
cxr,1808,0
cck,1808,0
cok,1808,16293
cheslo,1808,7260625
deu_east,1808,5773904
eri_a_eth,1808,3081552
fro,1808,13537
flk,1808,100
gib,1808,9873
gbg,1808,19488
hos,1808,905
gbm,1808,23533
jey,1808,24420
kos,1808,383778
lie,1808,5802
msr,1808,5230
niu,1808,4531
nfk,1808,1117
yem_north,1808,1782615
mnp,1808,3360
pcn,1808,43
scg,1808,2273780
scg_ex_kos,1808,1814128
yem_south,1808,551928
stbar,1808,4228
shn,1808,1997
stmar,1808,5380
spm,1808,1782
sjm,1808,60
tkl,1808,1007
ussr,1808,50940035
korea_union,1808,13740000
wlf,1808,3721
deu_west,1808,14747000
yug,1808,4891726
ala,1808,7664
afg,1809,3280000
alb,1809,422189
dza,1809,2585176
and,1809,2654
ago,1809,1567028
atg,1809,37000
arg,1809,534000
arm,1809,413326
abw,1809,19286
aus,1809,343253
aut,1809,3278118
aze,1809,879960
bhs,1809,27350
bhr,1809,64474
bgd,1809,19571282
brb,1809,81729
blr,1809,2355081
bel,1809,3267982
blz,1809,25526
ben,1809,636559
bmu,1809,9817
btn,1809,89989
bol,1809,1100000
bih,1809,851806
bwa,1809,121000
bra,1809,4007110
brn,1809,2128
bgr,1809,2077684
bfa,1809,1665421
bdi,1809,899097
khm,1809,2090000
cmr,1809,1860054
can,1809,717320
cpv,1809,55716
cym,1809,2439
caf,1809,479444
tcd,1809,1432000
chl,1809,771447
chn,1809,347132892
col,1809,1206000
com,1809,56346
cod,1809,5163819
cog,1809,314465
cri,1809,57001
civ,1809,1088530
cub,1809,450912
cyp,1809,184570
cze,1809,5516349
dnk,1809,1103179
dji,1809,22848
dma,1809,19950
dom,1809,89000
ecu,1809,500000
egy,1809,4221161
slv,1809,248000
gnq,1809,80377
eri,1809,205010
est,1809,334136
eth,1809,2948990
fji,1809,132460
fin,1809,1059547
fra,1809,30193159
gab,1809,158227
gmb,1809,103274
geo,1809,1072178
deu,1809,23773985
gha,1809,2016034
grc,1809,2222102
grl,1809,9584
grd,1809,29409
gtm,1809,515836
gin,1809,983959
gnb,1809,218167
guy,1809,166034
hti,1809,723000
hnd,1809,132082
hkg,1809,20000
hun,1809,3777070
isl,1809,61428
ind,1809,171590237
idn,1809,16492027
irn,1809,6398722
irq,1809,1084127
irl,1809,4482810
isr,1809,209954
ita,1809,19419808
jam,1809,401000
jpn,1809,30609898
jor,1809,217000
kaz,1809,2041282
ken,1809,2574000
kir,1809,17876
kwt,1809,81280
kgz,1809,530343
lao,1809,470000
lva,1809,590588
lbn,1809,332000
lso,1809,276361
lbr,1809,313543
lby,1809,534400
ltu,1809,778655
lux,1809,127030
mac,1809,20746
mkd,1809,391865
mdg,1809,1604574
mwi,1809,737000
mys,1809,287000
mdv,1809,42378
mli,1809,1403398
mlt,1809,134072
mhl,1809,5828
mrt,1809,382696
mus,1809,76046
mex,1809,6360908
fsm,1809,16416
mda,1809,712558
mco,1809,7789
mng,1809,619000
mne,1809,126582
mar,1809,2585176
moz,1809,2032694
mmr,1809,3506000
nam,1809,229000
nru,1809,1834
npl,1809,3881000
nld,1809,2289505
nzl,1809,100000
nic,1809,219387
ner,1809,1244861
nga,1809,12100855
prk,1809,4345000
nor,1809,912830
omn,1809,318000
pak,1809,13358379
plw,1809,3875
pan,1809,78842
png,1809,754894
pry,1809,143000
per,1809,1315432
phl,1809,1894389
pol,1809,9911076
prt,1809,3149337
pri,1809,191764
qat,1809,14092
rou,1809,5862453
rus,1809,31088398
rwa,1809,928368
wsm,1809,47228
smr,1809,5492
stp,1809,22731
sau,1809,2091000
sen,1809,1009886
srb,1809,2147197
syc,1809,12522
sle,1809,794264
sgp,1809,30000
svk,1809,2140651
svn,1809,469664
slb,1809,56998
som,1809,995309
zaf,1809,1488965
kor,1809,9395000
ssd,1809,1039668
esp,1809,11839012
lka,1809,1213000
kna,1809,17202
lca,1809,24000
vct,1809,25781
sdn,1809,4041935
sur,1809,80721
swz,1809,86000
swe,1809,2415344
che,1809,1896369
syr,1809,1337000
twn,1809,2000000
tjk,1809,466629
tza,1809,3019768
tha,1809,4665000
tls,1809,137262
tgo,1809,445985
ton,1809,18625
tto,1809,60000
tun,1809,867842
tur,1809,9907575
tkm,1809,367215
tca,1809,3296
tuv,1809,2499
uga,1809,2101397
ukr,1809,11215490
are,1809,40153
gbr,1809,13808693
usa,1809,8082835
ury,1809,55000
uzb,1809,1919159
vut,1809,27791
ven,1809,718000
vnm,1809,6551000
pse,1809,165944
yem,1809,2593000
zmb,1809,747000
zwe,1809,1085814
hrv,1809,1227886
guf,1809,9899
pyf,1809,63241
glp,1809,80726
gum,1809,8258
mtq,1809,84039
myt,1809,8219
ant,1809,42536
ncl,1809,29432
reu,1809,92744
vir,1809,40000
esh,1809,2788
akr_a_dhe,1809,3953
asm,1809,8157
aia,1809,2025
vgb,1809,6700
chanisl,1809,43908
cxr,1809,0
cck,1809,0
cok,1809,16313
cheslo,1809,7292858
deu_east,1809,5773904
eri_a_eth,1809,3087525
fro,1809,13537
flk,1809,100
gib,1809,9873
gbg,1809,19488
hos,1809,905
gbm,1809,23533
jey,1809,24420
kos,1809,383778
lie,1809,5802
msr,1809,5230
niu,1809,4530
nfk,1809,1120
yem_north,1809,1782615
mnp,1809,3360
pcn,1809,44
scg,1809,2273780
scg_ex_kos,1809,1814128
yem_south,1809,551928
stbar,1809,4512
shn,1809,1997
stmar,1809,5380
spm,1809,1782
sjm,1809,61
tkl,1809,1007
ussr,1809,51248311
korea_union,1809,13740000
wlf,1809,3721
deu_west,1809,14747000
yug,1809,4917883
ala,1809,7733
afg,1810,3280000
alb,1810,423514
dza,1810,2594447
and,1810,2654
ago,1810,1567028
atg,1810,37000
arg,1810,534000
arm,1810,413326
abw,1810,19286
aus,1810,342401
aut,1810,3286278
aze,1810,879960
bhs,1810,27350
bhr,1810,64474
bgd,1810,19609874
brb,1810,81729
blr,1810,2355081
bel,1810,3282737
blz,1810,25526
ben,1810,636559
bmu,1810,9831
btn,1810,89989
bol,1810,1100000
bih,1810,851806
bwa,1810,121000
bra,1810,4050165
brn,1810,2128
bgr,1810,2087391
bfa,1810,1665421
bdi,1810,899097
khm,1810,2090000
cmr,1810,1860054
can,1810,725775
cpv,1810,55716
cym,1810,2439
caf,1810,479444
tcd,1810,1432000
chl,1810,771447
chn,1810,350083106
col,1810,1206000
com,1810,56346
cod,1810,5163819
cog,1810,314465
cri,1810,57522
civ,1810,1088530
cub,1810,464520
cyp,1810,184590
cze,1810,5516349
dnk,1810,1107792
dji,1810,22848
dma,1810,19950
dom,1810,89000
ecu,1810,500000
egy,1810,4218685
slv,1810,248000
gnq,1810,80377
eri,1810,205010
est,1810,334136
eth,1810,2948990
fji,1810,132676
fin,1810,1069059
fra,1810,30287741
gab,1810,158227
gmb,1810,103274
geo,1810,1072178
deu,1810,23874646
gha,1810,2016034
grc,1810,2230128
grl,1810,9584
grd,1810,29409
gtm,1810,522575
gin,1810,983959
gnb,1810,218167
guy,1810,166034
hti,1810,723000
hnd,1810,132345
hkg,1810,20000
hun,1810,3809206
isl,1810,61428
ind,1810,171928588
idn,1810,16535196
irn,1810,6413218
irq,1810,1084930
irl,1810,4531839
isr,1810,209954
ita,1810,19487365
jam,1810,401000
jpn,1810,30645158
jor,1810,217000
kaz,1810,2041282
ken,1810,2574000
kir,1810,17876
kwt,1810,81280
kgz,1810,530343
lao,1810,470000
lva,1810,590588
lbn,1810,332000
lso,1810,276361
lbr,1810,313543
lby,1810,534726
ltu,1810,778655
lux,1810,127030
mac,1810,21168
mkd,1810,391865
mdg,1810,1611550
mwi,1810,737000
mys,1810,287000
mdv,1810,42378
mli,1810,1403398
mlt,1810,134072
mhl,1810,5828
mrt,1810,382696
mus,1810,77672
mex,1810,6381137
fsm,1810,16416
mda,1810,712558
mco,1810,7789
mng,1810,619000
mne,1810,126582
mar,1810,2594447
moz,1810,2038370
mmr,1810,3506000
nam,1810,229000
nru,1810,1834
npl,1810,3881000
nld,1810,2293426
nzl,1810,100000
nic,1810,219387
ner,1810,1244861
nga,1810,12100855
prk,1810,4345000
nor,1810,917885
omn,1810,318000
pak,1810,13384719
plw,1810,3875
pan,1810,78842
png,1810,754894
pry,1810,143000
per,1810,1315575
phl,1810,1894389
pol,1810,9956817
prt,1810,3162483
pri,1810,196354
qat,1810,14092
rou,1810,5908472
rus,1810,31088398
rwa,1810,928368
wsm,1810,47220
smr,1810,5492
stp,1810,22731
sau,1810,2091000
sen,1810,1009886
srb,1810,2147197
syc,1810,12522
sle,1810,794264
sgp,1810,30000
svk,1810,2140651
svn,1810,469664
slb,1810,56998
som,1810,995735
zaf,1810,1494413
kor,1810,9395000
ssd,1810,1041043
esp,1810,11871648
lka,1810,1213000
kna,1810,17202
lca,1810,24000
vct,1810,25781
sdn,1810,4047279
sur,1810,80721
swz,1810,86000
swe,1810,2391775
che,1810,1904347
syr,1810,1337000
twn,1810,2000000
tjk,1810,466629
tza,1810,3019768
tha,1810,4665000
tls,1810,137262
tgo,1810,445985
ton,1810,18621
tto,1810,60000
tun,1810,868490
tur,1810,9922590
tkm,1810,367215
tca,1810,3296
tuv,1810,2499
uga,1810,2101397
ukr,1810,11215490
are,1810,40153
gbr,1810,13983890
usa,1810,8239294
ury,1810,55000
uzb,1810,1919159
vut,1810,27791
ven,1810,718000
vnm,1810,6551000
pse,1810,165944
yem,1810,2593000
zmb,1810,747000
zwe,1810,1085814
hrv,1810,1227886
guf,1810,9899
pyf,1810,63320
glp,1810,80726
gum,1810,8548
mtq,1810,84039
myt,1810,8219
ant,1810,42536
ncl,1810,29432
reu,1810,92744
vir,1810,40000
esh,1810,2788
akr_a_dhe,1810,3980
asm,1810,8156
aia,1810,2025
vgb,1810,6700
chanisl,1810,43908
cxr,1810,0
cck,1810,0
cok,1810,16333
cheslo,1810,7325233
deu_east,1810,5773904
eri_a_eth,1810,3093510
fro,1810,13537
flk,1810,100
gib,1810,9873
gbg,1810,19488
hos,1810,905
gbm,1810,23533
jey,1810,24420
kos,1810,383778
lie,1810,5802
msr,1810,5230
niu,1810,4529
nfk,1810,1123
yem_north,1810,1782615
mnp,1810,3360
pcn,1810,45
scg,1810,2273780
scg_ex_kos,1810,1814128
yem_south,1810,551928
stbar,1810,4815
shn,1810,1997
stmar,1810,5380
spm,1810,1782
sjm,1810,63
tkl,1810,1007
ussr,1810,51558453
korea_union,1810,13740000
wlf,1810,3721
deu_west,1810,14747000
